Question,Answer
"No Passover would be complete without plates of this appetizer, ground fish with egg & matzo meal",gefilte fish
"Dec. 14, 1809: Divorced today!  Ex-empress, 46, Malmaison-bound, desires tall man for a change",Josephine
Premium California red winegrape (8),cabernet
This city's Observer serves 40 counties in North & South Carolina,Charlotte
"""All of my books are thought-provoking"", said this NBA analyst seen here",Charles Barkley
"A book about this ever-popular sweet substance is subtitled ""The Nature of Indulgence""",chocolate
"The Russian paskha sweet cheese mold for this holiday has the initials XB on it, meaning ""Christ is risen""",Easter
"450 A.D.: ""Scourge of God"" demands sister of emperor of West Roman Empire as bride--now!",Attila the Hun
"Michigan city, or DeVille maker (8)",Cadillac
This paper rises each morning from its headquarters at Calvert & Centre Streets,The Baltimore Sun
"At the 2000 Las Vegas invitational, Jerry Kelly happily tied a PGA record with 8 of these in a row",birdies
"The 6-word title of this bestselling dating guide offers ""The No-Excuses Truth to Understanding Guys""",He's Just Not That Into You
"Pan de muerto, an egg-rich bread, is a favorite in Mexico on this aptly named 4-word holiday",Day of the Dead
"1944: Radio actress, mid-20s, desires Argentinean VP for relationship",Eva Peron
"A yellowish green, or a liqueur (10)",chartreuse
"At the request of its founder, this Boston paper runs 1 religious article each day in its home forum section",The Christian Science Monitor
One of this league's biggest newsmakers in 2004-'05 was Commissioner Gary Bettman,the National Hockey League
"""How to Talk to a Liberal (if You Must)"" is subtitled ""The World According to"" her",Anne Coulter
A sweet called shira is made with this spice from the seed seen here,cardamom
"37 A.D.: Let's have Italian!  ""Little Boot"" emperor seeks hot companion shoe for stylish fit",Caligula
"Used in atomic clocks, it melts at 83.3 degrees F. (6)",cesium
Pernambuco or brazilwood is frequently used to make this accessory for string players,bows
"Perhaps inspired by his zodiac symbol, he wrote ""One Fish Two Fish Red Fish Blue Fish""",Dr. Seuss
Charlie Chaplin said that in creating his Tramp character he added this to make him look older,a mustache
"The IDF, this country's defense force, based at Keflavik, is manned by Americans",Iceland
"The University of Puget Sound, Gonzaga University",Washington State
Film industry position of the person who oversees the camerawork & the lighting,cinematographer
"(Cheryl of the Clue Crew reports from a chalkboard.)  In the treble clef, the lines of the staff are E-G-B-D-F, so the spaces are known by this anatomical acronym",FACE
"He's the Pisces born March 6, 1475 who said, ""I saw the angel in the marble and carved until I set him free""",Michelangelo
"In ""Benny & Joon"" this actor performed Chaplin's dancing roll scene from ""The Gold Rush""",Johnny Depp
"The center of power of an empire until 1918, this country is a bit smaller than Maine",Austria
"Stillman College, Auburn University",Alabama
It's the illegal conduct being identified here,unsportsmanlike conduct
The keynote of a major or minor scale also has this drinkable name,tonic
"""When we met first and loved..."" begins one of the famous sonnets by this ""Portuguese"" Pisces",Elizabeth Barrett Browning
"Chaplin was born April 16, 1889 in England & died Christmas day in 1977 in this country",Switzerland
"Nepal's regime is threatened by this type of movement, named for a Chinese leader",Maoists
"Tougaloo College, Jackson State University",Mississippi
It's a refusal to obey orders or submit to authority in the military,insubordination
"(Cheryl of the Clue Crew blows into a saxophone.)  From the French for ""mouth"", it's the way you form your lips & teeth around a horn's mouthpiece",the embouchure
"Elizabeth Taylor is a Pisces & so was this man--the explorer, not her husband of the same name",Richard Burton
"In 1914, this Keystone Studios head was the last person other than Chaplin to direct him in a film",(Mack) Sennett
"Frequent recent invasions haven't hurt this Asian country's opium crop, the world's largest",Afghanistan
"Bowling Green State University, Case Western Reserve University",Ohio
"Specifically, the person in an organization who enforces Robert's Rules of Order",the parliamentarian
"From the Italian for ""big"", it's a concerto for an orchestra & a group of instrumental soloists",(concerto) grosso
"Since Pisces is a water sign, it's not surprising that he composed ""Water Music"" in 1717",Handel
"In ""Limelight"" Chaplin cast as his partner this other great comic of the silent screen",Buster Keaton
"Though illegal, the Muslim Brotherhood is the main opposition to this African in power since 1981",Hosni Mubarak
"Suffolk University, Brandeis University",Massachusetts
"In the armed forces, it's what the NC stands for in NCO",noncommissioned
"""Shouldn't the shining dots of the sky be as accessible as the black dots on the map of France?"" the artist wrote of this work",The Starry Night (by Vincent Van Gogh)
In February 1972 a Soviet spacecraft soft-landed here & then returned rock samples to the Earth,Moon
A snowglobe inspired by this film features the Darling children tied to the mast near a hungry crocodile,Peter Pan
"""Baghdad by the Bay"", ""Golden Gate City""",San Francisco
"From 1996 through 1999, he averaged 61.25 home runs per season",Mark McGwire
"Milk's content of this may be 2%, 1% or as close to ""Non"" as they can get it",Fat
"""It is easier for a camel to go"" through this ""than for a rich man to enter the kingdom of God""",The eye of a needle
In March 1986 5 spacecraft made fly-bys of this comet,Halley's Comet
"(Hi, I'm Vanna White at Christian Dior in New York City)  In 1997 Mattel celebrated the 50th anniversary of Dior's ""New Look"" with a ""New Look"" version of this doll",Barbie
"""The Disney City"", ""The Very Heart of Florida""",Orlando
"Only Babe Ruth & this former Braves outfielder finished their careers with over 2,000 RBIs",Hank Aaron
Milk flash-heated to at least 161 degrees for 15 seconds is labeled this,Pasteurized
"A shocking revelation, or that mug of coffee when you first wake up",Eye opener
"On February 14, 1990, it took its final photo from 3.7 billion miles: of the sun & 6 planets, including the Earth",Voyager
"""The Man in Black"" collector plate from the Franklin Mint was the first musical plate authorized by this country icon",Johnny Cash
"""The Witch City"", ""The Witchcraft City""","Salem, Massachusetts"
In 1998 this Cub was named the National League's MVP with a .308 average & 66 home runs,Sammy Sosa
3-letter term for a type of milk often banned,Raw milk
This confidential expression is the title of a James Bond flick,For Your Eyes Only
"This country's Nozomi, or ""Hope"", spacecraft is due to go into orbit around Mars in December 2003",Japan
"To be authentic, a figurine such as the one seen here must bear the signature of this nun on whose art it was based",Hummel
"""The Gateway of the South"", ""The Big Peach""",Atlanta
In 1997 this Boston shortstop led the American League on hits with 209 & was named its Rookie of the Year,Nomar Garciaparra
This term on milk labels often means it's enriched with vitamins A & D & protein-rich solids,Fortified
It's the title of the song heard here: (hit for Survivor),"""Eye of the Tiger"""
In 1958 Explorer I discovered these radiation bands surrounding the Earth,Van Allen Belts
This crystal company's literary collection includes an Oscar Wilde bowl & a James Joyce vase,Waterford
"""The Crescent City"", ""The Paris of America""",New Orleans
Over the past 50 years only Tony Gwynn & this K.C. Royals player had a .390 or better batting average for a season,George Brett
Bovine somatotropin is one of these given to cows to increase their milk output,Hormone
"It's a Western name for what Hindus call the ajna-chakra, located between the eyebrows",Third eye
"While living in exile on the island of Guernsey, he published ""Les Miserables""",Victor Hugo
He starred on MTM shows as Dick Loudon & Bob Hartley,Bob Newhart
In 1896 Woodrow Wilson published a book on this man who was president in 1796,George Washington
The spider crab,Crustacean
"On most menus you'll find rosti, a hash-brown potato dish, & this, melted cheese & wine for dipping",Fondue
"Edmund Spenser wrote, these are ""Red and violets blue, and all the sweetest flowers, that in the forest grew""",Roses
In 1957 he became director of the Oceanographic Museum of Monaco,Jacques Cousteau
He bonded with viewers as Remington Steele,Pierce Brosnan
"In a book by Nixon, the Alger Hiss case & Ike's heart attack were 2 of the ""Six"" these",Crises
The brown recluse,Arachnid
"In 1993 & 1999, like clockwork, NASA sent Swiss Claude Nicollier on missions to repair this, launched in 1990",Hubble Space Telescope
"British poet Philip Larkin once said, ""Deprivation is for me what"" these flowers ""were for Wordsworth""",Daffodils
"This ""La Mer"" composer once planned an opera based on ""The Fall of the House of Usher""",Claude Debussy
"The stories in this series may all have been figments of the imagination of Donald Westphall's son, Tommy",St. Elsewhere
"He wrote ""A World Transformed"" with his national security advisor Brent Scowcroft",George H.W. Bush
The katydid,Insect
"The Kapellbrucke, the symbol of Lucerne, is wooden covered one of these",Bridge
"""In the beauty of"" these ""Christ was born across the sea with a glory in his bosom that transfigures you and me""",The lilies
Here's an IQ test: He was responsible for the first French psychology journal,Alfred Binet
Episodes of this show ended with the cat in the MTM logo dribbling a basketball,The White Shadow
"He got ""Doctrinaire"" in ""View of the Conduct of the Executive in the Foreign Affairs of the United States""",James Monroe
The earwig,Insect
The Swiss Embassy's website history of this food product begins in 1528 with Hernando Cortez,Chocolate
